eye_timestamp,eye1_x_coordinate,eye1_y_coordinate,eye1_pupil_size,eye2_x_coordinate,eye2_y_coordinate,eye2_pupil_size,Trial,L Raw X [px],L Raw Y [px],R Raw X [px],R Raw Y [px],L Dia X [px],L Dia Y [px],L Mapped Diameter [mm],R Dia X [px],R Dia Y [px],R Mapped Diameter [mm],L CR1 X [px],L CR1 Y [px],L CR2 X [px],L CR2 Y [px],R CR1 X [px],R CR1 Y [px],R CR2 X [px],R CR2 Y [px],L POR X [px],L POR Y [px],R POR X [px],R POR Y [px],Timing,L Validity,R Validity,Pupil Confidence,L Plane,R Plane,L EPOS X,L EPOS Y,L EPOS Z,R EPOS X,R EPOS Y,R EPOS Z,L GVEC X,L GVEC Y,L GVEC Z,R GVEC X,R GVEC Y,R GVEC Z,Trigger,Frame,Aux1
1751,1,2,503.79,59.91,41.5,5.09,1,1394.67,501.88,1165.94,503.79,21.35,21.35,4.86,22.56,22.56,5.09,1389.93,506.74,1395.94,506.82,1164.27,508.4,1170.25,508.46,389.56,223.01,440.57,278.95,0,1,1,2,-1,-1,-11.72,59.91,747.55,41.5,59.12,742.57,-0.07,0.16,-0.99,0.01,0.14,-0.99,0,0,0
1752,1,2,503.72,59.93,41.51,5.08,1,1394.57,501.98,1165.86,503.72,21.5,21.5,4.85,22.46,22.46,5.08,1389.79,506.58,1395.83,506.68,1164.22,508.36,1170.25,508.44,387.2,230.05,440.6,278.89,0,1,1,2,-1,-1,-11.68,59.93,747.33,41.51,59.15,742.76,-0.07,0.15,-0.99,0.01,0.15,-0.99,0,0,0
1753,1,2,503.48,60.01,41.52,5.06,1,1394.27,501.77,1165.91,503.48,21.59,21.59,4.85,22.28,22.28,5.06,1389.69,506.41,1395.63,506.49,1164.12,508.32,1170.21,508.43,392.04,228.82,438.64,271.93,0,1,1,2,-1,-1,-11.66,60.01,747.8,41.52,59.14,742.61,-0.06,0.15,-0.99,0.01,0.16,-0.99,0,0,0
1754,1,2,503.25,60.09,41.55,5.05,1,1394.23,501.57,1165.81,503.25,21.23,21.23,4.84,22.27,22.27,5.05,1389.66,506.34,1395.53,506.4,1164,508.25,1170.08,508.31,389.96,224.17,437.08,262.71,0,1,1,2,-1,-1,-11.65,60.09,748.51,41.55,59.16,742.58,-0.06,0.15,-0.99,0.01,0.16,-0.99,0,0,0
1755,1,2,503.41,60.16,41.53,5.03,1,1394.56,501.4,1165.94,503.41,20.95,20.95,4.82,22.09,22.09,5.03,1389.68,506.27,1395.53,506.37,1164.01,508.2,1170.12,508.32,378.75,215.54,433.65,270.27,0,1,1,2,-1,-1,-11.67,60.16,749.3,41.53,59.14,742.3,-0.08,0.16,-0.98,0,0.15,-0.99,0,0,0
1756,1,2,503.49,60.15,41.5,5.03,1,1394.48,501.76,1165.8,503.49,21.18,21.18,4.81,22.48,22.48,5.03,1389.68,506.36,1395.61,506.41,1164.14,508.24,1170.22,508.37,380.24,225.6,436.29,270.53,0,1,1,2,-1,-1,-11.68,60.15,749.33,41.5,59.13,742.31,-0.07,0.14,-0.99,0.01,0.15,-0.99,0,0,0
1757,1,2,503.56,60.05,41.51,5.03,1,1394.88,501.8,1166.01,503.56,20.94,20.94,4.79,22.48,22.48,5.03,1389.81,506.47,1395.86,506.59,1164.24,508.34,1170.28,508.39,368.57,221,434.11,271.81,0,1,1,2,-1,-1,-11.71,60.05,748.58,41.51,59.16,742.76,-0.08,0.15,-0.99,0.01,0.15,-0.99,0,0,0
1758,1,2,503.69,60.02,41.57,5.03,1,1395,502.06,1166.12,503.69,20.76,20.76,4.77,22.42,22.42,5.03,1390.03,506.75,1395.99,506.86,1164.39,508.52,1170.29,508.54,367.63,219.36,433.14,270.31,0,1,1,2,-1,-1,-11.76,60.02,748.96,41.57,59.23,744.15,-0.08,0.15,-0.99,0.01,0.15,-0.99,0,0,0
1759,1,2,503.63,59.97,41.6,5.03,1,1394.85,502.02,1166.27,503.63,20.85,20.85,4.76,22.38,22.38,5.03,1390.04,506.86,1396.06,506.91,1164.39,508.68,1170.33,508.71,373.75,216.34,430.47,258.85,0,1,1,2,-1,-1,-11.76,59.97,748.54,41.6,59.24,744.8,-0.07,0.16,-0.99,0,0.17,-0.99,0,0,0
1760,1,2,503.77,59.98,41.62,5.02,1,1394.92,502.07,1166.25,503.77,20.9,20.9,4.75,22.29,22.29,5.02,1390.04,506.88,1396.02,506.94,1164.34,508.65,1170.32,508.7,368.33,215.96,429.67,262.9,0,1,1,2,-1,-1,-11.76,59.98,748.78,41.62,59.26,745.05,-0.08,0.16,-0.98,0,0.16,-0.99,0,0,0
1761,1,2,503.65,60.03,41.63,5.02,1,1394.49,501.92,1165.98,503.65,20.74,20.74,4.74,22.28,22.28,5.02,1389.8,506.82,1395.75,506.83,1164.13,508.65,1170.21,508.59,373.33,212.76,429.83,258.93,0,1,1,2,-1,-1,-11.7,60.03,749.12,41.63,59.24,744.6,-0.07,0.16,-0.99,0,0.16,-0.99,0,0,0
1762,1,2,503.46,60.07,41.94,5.03,1,1392.24,501.84,1164.07,503.46,21.2,21.2,4.74,22.52,22.52,5.03,1388.59,506.53,1394.59,506.63,1163.26,508.38,1169.18,508.41,488.96,220.57,517.85,255.51,0,1,1,2,-1,-1,-11.42,60.07,748.89,41.94,59.41,746.03,-0.02,0.15,-0.99,0.05,0.16,-0.99,0,0,0
1763,1,2,503.51,60.15,41.93,5.02,1,1392.45,501.76,1164.22,503.51,21.3,21.3,4.75,22.26,22.26,5.02,1388.56,506.44,1394.47,506.44,1163.09,508.37,1169.14,508.43,467.16,221.83,492.45,255.52,0,1,1,2,-1,-1,-11.41,60.15,749.51,41.93,59.37,745.53,-0.03,0.15,-0.99,0.04,0.16,-0.99,0,0,0
1764,1,2,503.52,60.21,41.94,5.02,1,1392.22,501.46,1164.08,503.52,20.97,20.97,4.75,22.43,22.43,5.02,1388.59,506.39,1394.46,506.41,1163.11,508.35,1169.15,508.41,479.49,214.21,506.4,255.2,0,1,1,2,-1,-1,-11.42,60.21,750.15,41.94,59.39,745.77,-0.02,0.16,-0.99,0.04,0.16,-0.99,0,0,0
1765,1,2,503.49,60.25,41.95,5.03,1,1392.31,501.56,1164.04,503.49,20.96,20.96,4.75,22.48,22.48,5.03,1388.59,506.37,1394.48,506.39,1163.15,508.31,1169.15,508.39,476.92,216.96,509.46,255.85,0,1,1,2,-1,-1,-11.43,60.25,750.63,41.95,59.42,745.98,-0.02,0.15,-0.99,0.05,0.16,-0.99,0,0,0
1766,1,2,503.52,60.26,41.96,5.03,1,1392.51,501.77,1163.87,503.52,21.19,21.19,4.75,22.43,22.43,5.03,1388.62,506.43,1394.55,506.46,1163.18,508.41,1169.15,508.4,470.49,222.75,517.82,253.96,0,1,1,2,-1,-1,-11.45,60.26,750.9,41.96,59.42,746.23,-0.03,0.15,-0.99,0.06,0.16,-0.99,0,0,0
1767,1,2,503.7,60.21,41.96,5.04,1,1392.4,501.83,1164.03,503.7,20.96,20.96,4.75,22.62,22.62,5.04,1388.66,506.54,1394.65,506.67,1163.12,508.63,1169.13,508.55,475.36,220.53,513.24,252.84,0,1,1,2,-1,-1,-11.46,60.21,750.67,41.96,59.37,746.12,-0.02,0.15,-0.99,0.05,0.16,-0.99,0,0,0
1768,1,2,503.93,60.13,41.93,5.05,1,1392.3,501.86,1164.02,503.93,20.99,20.99,4.75,22.63,22.63,5.05,1388.64,506.85,1394.63,506.94,1163.02,508.87,1169.14,508.86,477.87,212.5,512.35,251,0,1,1,2,-1,-1,-11.46,60.13,750.61,41.93,59.24,745.31,-0.02,0.17,-0.99,0.05,0.16,-0.99,0,0,0
1769,1,2,503.95,60.1,41.91,5.06,1,1392.4,501.92,1164.09,503.95,21.36,21.36,4.76,22.9,22.9,5.06,1388.63,506.98,1394.59,506.99,1163,508.88,1169.12,508.91,475.05,208.09,509.46,249.72,0,1,1,2,-1,-1,-11.45,60.1,750.54,41.91,59.2,744.91,-0.02,0.17,-0.99,0.04,0.16,-0.99,0,0,0
1770,1,2,503.88,60.09,41.91,5.07,1,1392.3,502.03,1163.83,503.88,21.31,21.31,4.77,22.62,22.62,5.07,1388.57,506.91,1394.55,506.98,1162.94,508.86,1169.04,508.89,476.39,213.3,513.59,249.2,0,1,1,2,-1,-1,-11.43,60.09,750.2,41.91,59.18,744.64,-0.02,0.16,-0.99,0.05,0.16,-0.99,0,0,0
1771,1,2,503.85,60.1,42.16,5.08,1,1391.45,501.64,1163.2,503.85,21.29,21.29,4.78,22.97,22.97,5.08,1388.2,506.75,1394.21,506.67,1162.65,508.71,1168.46,508.71,504.22,207.42,519.97,248.97,0,1,1,2,-1,-1,-11.34,60.1,749.73,42.16,59.43,747.23,0,0.17,-0.99,0.06,0.16,-0.99,0,0,0
1772,1,2,503.76,60.07,42.19,5.09,1,1391.55,501.65,1163.43,503.76,21.5,21.5,4.79,22.82,22.82,5.09,1388.17,506.59,1394.25,506.56,1162.6,508.64,1168.47,508.62,502.87,213.37,514.37,248.86,0,1,1,2,-1,-1,-11.33,60.07,748.91,42.19,59.49,747.73,0,0.16,-0.99,0.05,0.16,-0.99,0,0,0
1773,1,2,503.57,60.04,42.28,5.1,1,1391.43,501.86,1163.13,503.57,21.48,21.48,4.8,22.76,22.76,5.1,1388.19,506.61,1394.25,506.55,1162.62,508.57,1168.45,508.5,520.85,222.42,524.97,247.02,0,1,1,2,-1,-1,-11.33,60.04,748.56,42.28,59.62,749.16,0,0.15,-0.99,0.06,0.16,-0.98,0,0,0
1774,1,2,503.72,60.03,42.31,5.11,1,1391.68,501.5,1162.97,503.72,21.53,21.53,4.81,22.84,22.84,5.11,1388.24,506.57,1394.26,506.53,1162.62,508.63,1168.47,508.53,502.29,207.06,538,246.73,0,1,1,2,-1,-1,-11.33,60.03,748.29,42.31,59.66,749.78,-0.01,0.16,-0.99,0.07,0.16,-0.99,0,0,0
1775,1,2,503.99,59.98,42.34,5.12,1,1391.77,501.7,1163.23,503.99,21.33,21.33,4.8,22.82,22.82,5.12,1388.22,506.68,1394.24,506.68,1162.66,508.72,1168.52,508.75,495.67,208.88,529.32,247.91,0,1,1,2,-1,-1,-11.32,59.98,748.12,42.34,59.68,750.45,-0.01,0.16,-0.99,0.06,0.15,-0.99,0,0,0
1776,1,2,503.86,59.89,42.39,5.13,1,1391.7,502.02,1163.28,503.86,21.64,21.64,4.82,22.84,22.84,5.13,1388.2,506.94,1394.23,506.98,1162.72,508.86,1168.55,508.99,502.45,209.63,533.59,240.71,0,1,1,2,-1,-1,-11.31,59.89,747.79,42.39,59.73,751.65,-0.01,0.16,-0.99,0.06,0.17,-0.98,0,0,0
1777,1,2,504.19,59.82,42.36,5.14,1,1391.55,501.87,1163.25,504.19,21.14,21.14,4.8,22.92,22.92,5.14,1388.26,507.07,1394.3,507.14,1162.71,509.09,1168.63,509.14,514.87,198.78,537.11,242.02,0,1,1,2,-1,-1,-11.32,59.82,747.34,42.36,59.65,751.21,0,0.17,-0.98,0.06,0.16,-0.98,0,0,0
1778,1,2,504.31,59.8,42.32,5.15,1,1391.58,501.96,1163.16,504.31,21.23,21.23,4.8,22.91,22.91,5.15,1388.35,507.21,1394.33,507.27,1162.76,509.19,1168.73,509.21,518.19,193.36,545.56,241.47,0,1,1,2,-1,-1,-11.34,59.8,747.49,42.32,59.6,750.84,0,0.18,-0.98,0.07,0.16,-0.98,0,0,0
1779,1,2,504.36,59.76,42.32,5.16,1,1391.62,502.17,1163.38,504.36,21.32,21.32,4.8,23.01,23.01,5.16,1388.32,507.21,1394.36,507.27,1162.88,509.21,1168.83,509.2,519.12,200.33,544.19,241.57,0,1,1,2,-1,-1,-11.33,59.76,746.99,42.32,59.63,751.29,0,0.17,-0.99,0.07,0.16,-0.99,0,0,0
1780,1,2,504.37,59.72,42.25,5.17,1,1391.66,502.38,1163.55,504.37,21.52,21.52,4.8,23.11,23.11,5.17,1388.35,507.24,1394.38,507.3,1162.95,509.17,1168.97,509.2,520.18,209.1,543.29,242.47,0,1,1,2,-1,-1,-11.33,59.72,746.62,42.25,59.58,750.51,0,0.16,-0.99,0.06,0.16,-0.99,0,0,0
1781,1,2,504.08,59.74,42.23,5.18,1,1391.49,502.39,1163.4,504.08,21.49,21.49,4.81,23.06,23.06,5.18,1388.26,507.08,1394.29,507.12,1162.96,509,1168.99,509.1,523.79,222.26,548.91,238.97,0,1,1,2,-1,-1,-11.31,59.74,746.31,42.23,59.58,750.15,0,0.15,-0.99,0.07,0.16,-0.98,0,0,0
1782,1,2,504.15,59.74,42.2,5.17,1,1391.49,502.15,1163.49,504.15,21.55,21.55,4.81,22.72,22.72,5.17,1388.19,506.96,1394.23,507.03,1162.93,508.9,1168.97,509.05,522.59,217.87,547.6,241.66,0,1,1,2,-1,-1,-11.29,59.74,746.03,42.2,59.55,749.51,0,0.15,-0.99,0.07,0.16,-0.99,0,0,0
1783,1,2,503.83,59.7,42.19,5.19,1,1391.49,502.16,1163.32,503.83,21.81,21.81,4.83,23.4,23.4,5.19,1388.09,506.94,1394.2,507.02,1162.9,508.88,1168.93,509,521.68,220.69,552.02,232.62,0,1,1,2,-1,-1,-11.26,59.7,745.44,42.19,59.54,749.29,0,0.15,-0.99,0.07,0.17,-0.98,0,0,0
