## [iView]
## Converted from:	I:\pp23671_rest1.idf
## Date:	01.01.2019 16:59:56
## Version:	IDF Converter 3.0.20
## IDF Version:	9
## Sample Rate:	50
## Separator Type:	Unknown
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	30443                                                                                                                                                                                                                                                           
## Reversed:	none
## [Run]
## Subject:	pp23671
## Description:	                                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Area:	1280	1024
## Calibration Point 0:	Position(448;512)
## Calibration Point 1:	Position(832;512)
## Calibration Point 2:	Position(256;204)
## Calibration Point 3:	Position(1024;204)
## Calibration Point 4:	Position(256;819)
## Calibration Point 5:	Position(1024;819)
## Calibration Point 6:	Position(640;204)
## Calibration Point 7:	Position(640;819)
## [Geometry]
## Stimulus Dimension [mm]:	300	200
## Head Distance [mm]:	500
## [Hardware Setup]
## System ID:	IVIEW
## Operating System :	5.1
## iView X Version:	2.4.33
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	True
## Saccade Length [px]:	80
## Filter Depth [ms]:	20
## Format:	LEFT, RAW, DIAMETER, CR, POR, QUALITY, TRIGGER, MSG, FRAMECOUNTER
## 
Time	Type	Trial	L Raw X [px]	L Raw Y [px]	L Dia X [px]	L Dia Y [px]	L CR1 X [px]	L CR1 Y [px]	L POR X [px]	L POR Y [px]	Timing	Pupil Confidence	Trigger	Frame	Aux1
35183627834	SMP	1	135.93	172.37	18.24	18.74	169.03	177.35	0.00	0.00	0	0	0		
35183647867	SMP	1	136.10	172.44	16.63	17.56	169.50	177.26	0.00	0.00	0	0	0		
35183667834	SMP	1	136.13	172.39	18.44	18.68	169.40	177.33	0.00	0.00	0	0	0		
35183687869	SMP	1	136.17	172.21	16.53	18.55	169.18	177.11	0.00	0.00	0	0	0		
35183707833	SMP	1	136.13	172.09	18.53	17.79	169.43	176.86	0.00	0.00	0	0	0		
35183727865	SMP	1	136.02	171.95	17.53	18.60	169.24	176.75	0.00	0.00	0	0	0		
35183747835	SMP	1	136.03	171.81	18.46	19.53	169.02	176.42	0.00	0.00	0	0	0		
35183767866	SMP	1	135.95	171.74	18.42	18.66	169.24	176.41	0.00	0.00	0	0	0		
35183787832	SMP	1	136.02	171.71	18.71	18.68	169.14	176.43	0.00	0.00	0	0	0		
35183807862	SMP	1	136.13	171.83	18.46	18.67	169.17	176.53	0.00	0.00	0	0	0		
35183827831	SMP	1	135.89	172.13	18.53	18.65	169.69	176.91	0.00	0.00	0	0	0		
35183847862	SMP	1	135.87	172.49	17.62	18.58	169.29	177.82	0.00	0.00	0	0	0		
35183867824	SMP	1	136.08	172.79	18.44	19.58	169.24	177.52	0.00	0.00	0	0	0		
35183887862	SMP	1	136.12	172.85	18.58	18.72	169.42	177.83	0.00	0.00	0	0	0		
35183907833	SMP	1	135.90	172.75	17.66	19.59	169.32	177.71	0.00	0.00	0	0	0		
35183927863	SMP	1	135.23	172.46	18.44	18.63	169.15	177.15	0.00	0.00	0	0	0		
35183947827	SMP	1	135.41	172.14	17.94	19.52	169.39	176.80	0.00	0.00	0	0	0		
35183967860	SMP	1	135.28	171.98	18.41	18.74	169.31	176.92	0.00	0.00	0	0	0		
35183987828	SMP	1	135.24	171.78	18.35	18.63	169.15	176.78	0.00	0.00	0	0	0		
35184007860	SMP	1	135.41	171.79	18.45	18.62	169.20	176.71	0.00	0.00	0	0	0		
35184027828	SMP	1	135.43	171.97	18.40	19.56	169.05	177.00	0.00	0.00	0	0	100		
35184047859	SMP	1	135.38	171.93	18.42	18.63	169.43	177.03	0.00	0.00	0	0	100		
35184067828	SMP	1	135.48	171.96	18.38	17.63	169.37	177.16	0.00	0.00	0	0	0		
35184087860	SMP	1	135.49	172.18	17.57	17.63	169.41	177.38	0.00	0.00	0	0	0		
35184107824	SMP	1	135.53	172.32	18.46	18.65	169.77	177.54	0.00	0.00	0	0	0		
35184127855	SMP	1	135.64	172.17	17.49	18.58	169.03	177.29	0.00	0.00	0	0	0		
35184147824	SMP	1	135.56	172.13	17.63	18.70	169.32	177.17	0.00	0.00	0	0	0		
35184167858	SMP	1	135.65	172.19	17.56	18.55	169.21	177.29	0.00	0.00	0	0	0		
35184187823	SMP	1	135.54	172.14	17.47	17.70	169.20	177.15	0.00	0.00	0	0	0		
35184207855	SMP	1	135.52	172.07	18.42	18.61	169.26	177.22	0.00	0.00	0	0	0		
35184227823	SMP	1	135.61	171.94	17.62	17.62	169.49	177.23	0.00	0.00	0	0	0		
35184247856	SMP	1	135.48	171.90	17.43	18.55	169.46	177.23	0.00	0.00	0	0	0		
35184267820	SMP	1	135.47	171.91	17.52	17.72	169.38	177.30	0.00	0.00	0	0	0		
35184287853	SMP	1	135.43	172.02	17.51	17.76	169.41	177.42	0.00	0.00	0	0	0		
35184307823	SMP	1	135.44	172.07	18.39	17.63	169.41	177.65	0.00	0.00	0	0	0		
35184327854	SMP	1	135.65	172.17	17.50	17.79	169.33	177.53	0.00	0.00	0	0	0		
35184347819	SMP	1	135.51	172.24	17.38	17.67	169.36	177.52	0.00	0.00	0	0	0		
35184367850	SMP	1	135.48	172.12	17.68	17.68	154.30	184.94	0.00	0.00	0	0	0		
35184387819	SMP	1	135.45	172.06	17.54	17.68	169.38	176.88	0.00	0.00	0	0	0		
35184407850	SMP	1	135.47	171.91	17.63	16.70	169.16	176.95	0.00	0.00	0	0	0		
35184427819	SMP	1	135.58	171.93	17.51	18.57	169.15	177.01	0.00	0.00	0	0	0		
35184447852	SMP	1	135.45	172.15	17.64	17.66	169.33	177.25	0.00	0.00	0	0	0		
35184467817	SMP	1	135.42	172.33	17.50	18.54	169.15	177.34	0.00	0.00	0	0	0		
35184487849	SMP	1	135.52	172.63	17.55	18.57	169.64	178.78	0.00	0.00	0	0	0		
35184507818	SMP	1	135.49	172.87	17.49	17.77	164.82	151.19	0.00	0.00	0	0	0		
35184527847	SMP	1	135.46	173.00	17.59	18.54	169.04	178.04	0.00	0.00	0	0	0		
35184547816	SMP	1	135.42	172.98	18.57	17.75	169.42	177.95	0.00	0.00	0	0	0		
35184567850	SMP	1	135.45	172.75	17.52	17.64	169.03	177.91	0.00	0.00	0	0	0		
35184587813	SMP	1	135.53	171.89	17.47	17.60	169.28	177.80	0.00	0.00	0	0	0		
35184607847	SMP	1	135.43	172.32	17.60	18.51	169.22	177.79	0.00	0.00	0	0	0		
35184627816	SMP	1	135.42	172.07	17.53	18.59	169.18	177.44	0.00	0.00	0	0	0		
35184647847	SMP	1	135.28	172.08	17.48	17.65	169.39	177.31	0.00	0.00	0	0	0		
35184667816	SMP	1	135.21	172.03	16.65	17.68	169.49	177.28	0.00	0.00	0	0	0		
35184687844	SMP	1	135.29	172.05	16.62	17.59	169.04	177.24	0.00	0.00	0	0	0		
35184707813	SMP	1	135.32	172.08	16.66	17.60	169.14	177.25	0.00	0.00	0	0	0		
35184727846	SMP	1	135.31	171.97	18.53	16.67	169.27	177.12	0.00	0.00	0	0	0		
35184747810	SMP	1	135.30	171.83	16.61	17.69	169.28	176.89	0.00	0.00	0	0	0		
35184767843	SMP	1	135.33	171.61	16.53	17.66	169.20	176.83	0.00	0.00	0	0	100		
35184787810	SMP	1	135.39	171.39	17.46	17.52	169.24	176.71	0.00	0.00	0	0	100		
35184807844	SMP	1	135.30	171.32	16.66	17.58	169.60	176.60	0.00	0.00	0	0	0		
35184827811	SMP	1	135.34	171.27	16.54	17.54	169.50	176.56	0.00	0.00	0	0	0		
35184847840	SMP	1	135.36	171.38	16.46	17.52	169.29	176.54	0.00	0.00	0	0	0		
35184867801	SMP	1	135.28	171.61	16.64	17.62	168.89	176.46	0.00	0.00	0	0	0		
35184887839	SMP	1	135.15	171.63	16.52	17.49	169.26	176.46	0.00	0.00	0	0	0		
35184907809	SMP	1	135.25	171.68	17.33	17.64	169.27	176.69	0.00	0.00	0	0	0		
35184927841	SMP	1	135.22	171.71	16.60	16.62	169.29	176.69	0.00	0.00	0	0	0		
35184947806	SMP	1	135.41	171.61	16.42	16.61	169.33	176.49	0.00	0.00	0	0	0		
35184967840	SMP	1	135.28	171.55	16.50	17.58	169.19	176.46	0.00	0.00	0	0	0		
35184987805	SMP	1	135.52	171.47	17.44	16.72	169.25	176.42	0.00	0.00	0	0	0		
35185007840	SMP	1	135.30	171.37	16.50	17.45	152.46	180.26	0.00	0.00	0	0	0		
35185027805	SMP	1	135.16	171.20	16.57	17.55	169.23	175.82	0.00	0.00	0	0	0		
35185047837	SMP	1	135.18	171.13	16.40	17.56	169.34	176.08	0.00	0.00	0	0	0		
35185067807	SMP	1	135.32	171.10	17.43	17.64	169.61	176.30	0.00	0.00	0	0	0		
35185087836	SMP	1	135.08	171.15	16.78	17.58	169.54	176.60	0.00	0.00	0	0	0		
35185107802	SMP	1	135.28	171.25	16.65	17.60	169.15	176.47	0.00	0.00	0	0	0		
35185127834	SMP	1	135.29	171.40	16.74	17.52	169.37	176.47	0.00	0.00	0	0	0		
35185147805	SMP	1	135.20	171.56	16.44	17.64	169.37	176.46	0.00	0.00	0	0	0		
35185167833	SMP	1	135.16	171.56	16.54	17.65	169.56	177.19	0.00	0.00	0	0	0		
35185187800	SMP	1	135.23	171.49	16.66	16.77	169.17	176.00	0.00	0.00	0	0	0		
35185207833	SMP	1	135.24	171.50	16.57	17.66	169.17	176.03	0.00	0.00	0	0	0		
35185227801	SMP	1	135.29	171.30	17.37	17.63	169.37	175.98	0.00	0.00	0	0	0		
35185247834	SMP	1	135.41	171.04	17.61	18.42	169.24	175.88	0.00	0.00	0	0	0		
35185267799	SMP	1	135.17	170.99	16.56	17.65	169.04	175.52	0.00	0.00	0	0	0		
35185287826	SMP	1	135.37	170.92	16.65	17.47	169.27	176.25	0.00	0.00	0	0	0		
35185307801	SMP	1	134.84	170.94	18.41	17.59	168.87	175.58	0.00	0.00	0	0	0		
35185327830	SMP	1	135.21	171.17	16.59	17.71	169.34	175.90	0.00	0.00	0	0	0		
35185347797	SMP	1	135.26	171.38	16.54	18.56	169.15	175.99	0.00	0.00	0	0	0		
35185367829	SMP	1	135.31	171.35	16.59	17.63	169.37	176.17	0.00	0.00	0	0	0		
35185387797	SMP	1	135.27	171.24	16.46	17.63	169.19	176.17	0.00	0.00	0	0	0		
35185407830	SMP	1	135.29	171.17	17.44	16.62	169.50	176.12	0.00	0.00	0	0	0		
35185427794	SMP	1	135.30	171.10	16.67	17.59	169.51	176.21	0.00	0.00	0	0	0		
35185447829	SMP	1	135.30	171.05	16.57	18.54	168.86	176.01	0.00	0.00	0	0	0		
35185467796	SMP	1	135.36	171.02	17.71	17.66	169.30	175.91	0.00	0.00	0	0	0		
35185487829	SMP	1	135.36	171.02	17.63	16.79	169.13	176.01	0.00	0.00	0	0	0		
35185507795	SMP	1	135.42	171.09	17.65	18.53	169.30	175.93	0.00	0.00	0	0	100		
35185527826	SMP	1	135.29	171.24	17.58	17.71	169.24	176.07	0.00	0.00	0	0	0		
35185547794	SMP	1	135.30	171.45	17.41	17.82	169.13	176.48	0.00	0.00	0	0	0		
35185567825	SMP	1	135.13	171.64	18.33	18.51	169.17	176.61	0.00	0.00	0	0	0		
35185587795	SMP	1	135.27	171.62	17.58	18.64	169.30	176.42	0.00	0.00	0	0	0		
35185607824	SMP	1	135.16	171.44	18.14	17.70	169.39	176.31	0.00	0.00	0	0	0		
35185627794	SMP	1	135.08	171.28	18.53	18.53	169.16	176.18	0.00	0.00	0	0	0		
35185647826	SMP	1	135.33	171.21	18.48	17.63	169.35	175.95	0.00	0.00	0	0	0		
35185667790	SMP	1	135.43	171.13	17.51	17.68	169.22	175.72	0.00	0.00	0	0	0		
35185687821	SMP	1	135.20	171.06	18.58	18.53	169.36	175.71	0.00	0.00	0	0	0		
35185707793	SMP	1	135.31	171.10	17.38	17.63	169.19	175.83	0.00	0.00	0	0	0		
35185727821	SMP	1	134.97	171.14	17.44	17.53	169.30	175.93	0.00	0.00	0	0	0		
35185747789	SMP	1	135.19	171.15	17.43	17.63	169.02	175.24	0.00	0.00	0	0	0		
35185767820	SMP	1	135.19	171.19	16.46	17.68	169.26	176.21	0.00	0.00	0	0	0		
35185787789	SMP	1	135.20	171.06	16.58	17.62	169.25	175.78	0.00	0.00	0	0	0		
35185807822	SMP	1	135.11	170.85	16.80	18.44	169.23	175.29	0.00	0.00	0	0	0		
35185827787	SMP	1	135.37	170.83	17.64	17.60	169.39	175.39	0.00	0.00	0	0	0		
35185847818	SMP	1	135.20	170.77	16.57	17.67	169.43	175.64	0.00	0.00	0	0	0		
35185867780	SMP	1	135.71	170.54	17.43	18.43	169.60	175.29	0.00	0.00	0	0	0		
35185887819	SMP	1	134.78	170.55	17.43	17.62	168.99	174.93	0.00	0.00	0	0	0		
35185907782	SMP	1	134.81	170.77	17.40	17.62	169.16	175.09	0.00	0.00	0	0	0		
35185927820	SMP	1	134.94	170.99	16.52	17.56	169.00	175.60	0.00	0.00	0	0	0		
35185947784	SMP	1	135.01	171.24	16.56	16.74	169.41	175.76	0.00	0.00	0	0	0		
35185967817	SMP	1	135.03	171.34	16.88	17.69	169.15	175.76	0.00	0.00	0	0	0		
35185987784	SMP	1	135.12	171.41	16.74	16.58	169.06	175.93	0.00	0.00	0	0	0		
35186007815	SMP	1	135.02	171.52	18.21	17.65	169.37	176.19	0.00	0.00	0	0	0		
35186027784	SMP	1	135.24	171.57	16.47	16.67	169.27	176.08	0.00	0.00	0	0	0		
35186047817	SMP	1	135.18	171.51	16.55	17.65	153.49	178.23	0.00	0.00	0	0	0		
35186067785	SMP	1	134.98	171.32	16.52	16.60	169.35	175.55	0.00	0.00	0	0	0		
35186087816	SMP	1	135.48	171.21	17.44	17.66	169.50	175.78	0.00	0.00	0	0	0		
35186107780	SMP	1	136.40	171.09	17.36	17.56	161.29	185.00	0.00	0.00	0	0	0		
35186127810	SMP	1	136.47	170.93	17.48	17.59	169.59	175.03	0.00	0.00	0	0	0		
35186147783	SMP	1	136.46	171.06	16.54	16.68	167.98	173.90	0.00	0.00	0	0	0		
35186167811	SMP	1	136.58	170.57	15.59	14.53	164.40	170.74	0.00	0.00	0	0	0		
35186187782	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0		
35186207808	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0		
35186227781	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0		
35186247810	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	100		
35186267778	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0		
35186287812	SMP	1	136.41	172.39	16.51	16.65	167.33	171.59	0.00	0.00	0	0	0		
35186307769	SMP	1	136.32	172.20	16.69	16.76	168.20	172.05	0.00	0.00	0	0	0		
35186327808	SMP	1	136.38	172.31	16.57	17.60	168.50	173.96	0.00	0.00	0	0	0		
35186347777	SMP	1	136.20	172.38	16.56	18.49	160.53	184.75	0.00	0.00	0	0	0		
35186367807	SMP	1	136.23	172.42	16.55	17.62	168.56	174.61	0.00	0.00	0	0	0		
35186387776	SMP	1	136.43	172.48	17.61	16.69	168.78	174.76	0.00	0.00	0	0	0		
35186407807	SMP	1	136.22	172.56	16.58	17.64	168.97	175.12	0.00	0.00	0	0	0		
35186427777	SMP	1	136.18	172.62	16.64	17.60	168.64	175.41	0.00	0.00	0	0	0		
35186447804	SMP	1	136.06	172.52	16.51	17.64	169.16	175.82	0.00	0.00	0	0	0		
35186467774	SMP	1	136.38	172.45	17.32	17.49	169.17	176.02	0.00	0.00	0	0	0		
35186487807	SMP	1	136.12	172.42	16.49	17.78	169.19	176.05	0.00	0.00	0	0	0		
35186507774	SMP	1	136.04	172.41	16.51	17.60	169.16	176.16	0.00	0.00	0	0	0		
35186527804	SMP	1	135.99	172.41	17.50	17.65	169.14	176.33	0.00	0.00	0	0	0		
35186547772	SMP	1	136.02	172.28	17.49	17.58	169.17	176.34	0.00	0.00	0	0	0		
35186567806	SMP	1	136.14	172.27	16.68	17.61	169.14	176.39	0.00	0.00	0	0	0		
35186587771	SMP	1	136.02	172.44	17.45	17.56	169.26	176.51	0.00	0.00	0	0	0		
35186607802	SMP	1	136.16	172.56	17.47	17.71	169.17	176.69	0.00	0.00	0	0	0		
35186627769	SMP	1	136.03	172.64	16.58	17.57	169.30	176.72	0.00	0.00	0	0	0		
35186647804	SMP	1	136.09	172.76	17.48	18.49	169.50	176.78	0.00	0.00	0	0	0		
35186667770	SMP	1	136.08	172.79	16.60	17.72	169.33	177.05	0.00	0.00	0	0	0		
35186687803	SMP	1	136.00	172.79	16.56	18.48	168.99	176.93	0.00	0.00	0	0	0		
35186707769	SMP	1	135.94	172.80	17.51	17.67	169.17	176.88	0.00	0.00	0	0	0		
35186727802	SMP	1	135.99	172.73	16.50	16.82	168.97	177.00	0.00	0.00	0	0	0		
35186747767	SMP	1	135.97	172.53	16.42	16.62	169.51	177.13	0.00	0.00	0	0	0		
35186767800	SMP	1	135.97	172.51	17.33	17.64	169.00	176.92	0.00	0.00	0	0	0		
35186787767	SMP	1	135.86	172.53	16.82	16.64	169.20	176.87	0.00	0.00	0	0	0		
35186807797	SMP	1	135.94	172.45	17.42	17.64	169.02	176.85	0.00	0.00	0	0	0		
35186827766	SMP	1	135.87	172.43	16.60	16.64	169.01	176.73	0.00	0.00	0	0	0		
35186847797	SMP	1	135.83	172.33	17.43	17.56	169.43	176.89	0.00	0.00	0	0	0		
35186867760	SMP	1	135.86	172.30	17.44	16.66	169.02	176.67	0.00	0.00	0	0	0		
35186887799	SMP	1	136.11	172.31	16.68	17.61	169.30	176.55	0.00	0.00	0	0	0		
35186907768	SMP	1	136.04	172.32	17.33	16.67	169.52	176.70	0.00	0.00	0	0	0		
35186927794	SMP	1	135.89	172.31	17.26	17.62	169.34	176.69	0.00	0.00	0	0	0		
35186947764	SMP	1	135.89	172.34	16.57	16.70	169.59	176.65	0.00	0.00	0	0	0		
35186967794	SMP	1	135.97	172.39	16.56	17.64	169.20	176.48	0.00	0.00	0	0	100		
35186987765	SMP	1	136.04	172.46	16.57	17.53	169.55	176.43	0.00	0.00	0	0	100		
35187007794	SMP	1	136.08	172.51	16.48	17.60	169.18	176.45	0.00	0.00	0	0	0		
35187027762	SMP	1	135.86	172.54	17.72	16.75	169.35	176.53	0.00	0.00	0	0	0		
35187047793	SMP	1	135.82	172.66	17.41	17.64	169.16	176.81	0.00	0.00	0	0	0		
35187067763	SMP	1	136.06	172.75	16.63	17.60	169.21	176.82	0.00	0.00	0	0	0		
35187087792	SMP	1	135.84	172.81	16.64	17.64	169.25	176.86	0.00	0.00	0	0	0		
35187107763	SMP	1	135.84	172.76	17.43	17.59	169.38	177.08	0.00	0.00	0	0	0		
35187127794	SMP	1	135.94	172.65	17.42	17.60	169.38	177.01	0.00	0.00	0	0	0		
35187147759	SMP	1	136.17	172.52	16.71	18.53	169.74	175.75	0.00	0.00	0	0	0		
35187167789	SMP	1	135.37	172.51	17.47	17.56	169.01	176.22	0.00	0.00	0	0	0		
35187187757	SMP	1	135.47	172.59	17.36	18.48	169.13	176.10	0.00	0.00	0	0	0		
35187207790	SMP	1	135.45	172.59	17.48	17.61	169.32	177.19	0.00	0.00	0	0	0		
35187227758	SMP	1	135.36	172.69	17.35	17.77	169.16	176.97	0.00	0.00	0	0	0		
35187247791	SMP	1	135.44	172.78	17.40	18.51	169.49	177.24	0.00	0.00	0	0	0		
35187267755	SMP	1	135.50	172.78	17.47	17.62	169.01	177.02	0.00	0.00	0	0	0		
35187287789	SMP	1	135.48	172.76	17.61	17.61	169.27	176.71	0.00	0.00	0	0	0		
35187307756	SMP	1	135.44	172.86	18.39	17.55	169.15	176.88	0.00	0.00	0	0	0		
35187327788	SMP	1	135.81	172.86	16.75	17.65	169.23	177.04	0.00	0.00	0	0	0		
35187347755	SMP	1	135.67	172.73	17.58	17.64	169.72	176.99	0.00	0.00	0	0	0		
35187367789	SMP	1	135.77	172.66	16.73	17.64	169.50	177.11	0.00	0.00	0	0	0		
35187387753	SMP	1	135.60	172.71	17.56	17.68	169.58	177.11	0.00	0.00	0	0	0		
35187407785	SMP	1	135.65	172.72	17.27	17.59	169.45	177.23	0.00	0.00	0	0	0		
35187427755	SMP	1	135.51	172.67	17.73	17.72	169.41	177.21	0.00	0.00	0	0	0		
35187447782	SMP	1	135.42	172.82	16.61	16.57	169.31	177.00	0.00	0.00	0	0	0		
35187467753	SMP	1	135.54	172.87	17.56	17.61	169.65	177.17	0.00	0.00	0	0	0		
35187487786	SMP	1	135.65	172.89	17.46	16.78	169.37	177.11	0.00	0.00	0	0	0		
35187507752	SMP	1	135.76	172.85	17.52	17.53	169.28	176.84	0.00	0.00	0	0	0		
35187527782	SMP	1	135.70	172.76	17.27	17.51	169.69	176.83	0.00	0.00	0	0	0		
35187547753	SMP	1	135.42	172.75	16.58	17.57	169.36	176.99	0.00	0.00	0	0	0		
35187567782	SMP	1	135.62	172.77	17.49	16.68	169.31	177.06	0.00	0.00	0	0	0		
35187587750	SMP	1	135.52	172.66	17.22	16.67	169.85	177.12	0.00	0.00	0	0	0		
35187607781	SMP	1	135.56	172.69	17.52	16.70	169.53	177.13	0.00	0.00	0	0	0		
35187627751	SMP	1	135.68	172.86	17.36	17.57	169.38	177.20	0.00	0.00	0	0	0		
35187647784	SMP	1	135.55	173.00	17.50	17.56	169.20	177.33	0.00	0.00	0	0	0		
35187667747	SMP	1	135.55	173.09	17.43	17.67	169.20	177.39	0.00	0.00	0	0	0		
35187687782	SMP	1	135.75	173.10	17.52	17.59	152.11	183.74	0.00	0.00	0	0	0		
35187707747	SMP	1	135.62	173.12	17.62	17.61	169.83	177.77	0.00	0.00	0	0	100		
35187727778	SMP	1	135.62	173.15	17.63	17.54	169.34	177.76	0.00	0.00	0	0	100		
35187747745	SMP	1	135.53	173.12	17.49	17.66	169.51	177.64	0.00	0.00	0	0	0		
35187767777	SMP	1	135.71	173.01	17.58	16.73	169.54	177.76	0.00	0.00	0	0	0		
35187787746	SMP	1	135.53	172.86	17.61	17.64	169.40	177.58	0.00	0.00	0	0	0		
35187807780	SMP	1	136.00	172.74	16.67	17.62	169.82	177.55	0.00	0.00	0	0	0		
35187827744	SMP	1	136.21	172.81	16.68	17.69	169.78	176.78	0.00	0.00	0	0	0		
35187847778	SMP	1	136.23	172.88	16.72	18.48	169.64	177.47	0.00	0.00	0	0	0		
35187867735	SMP	1	136.25	172.89	17.48	17.66	169.64	177.23	0.00	0.00	0	0	0		
35187887774	SMP	1	136.22	172.96	16.56	17.65	169.80	177.49	0.00	0.00	0	0	0		
35187907743	SMP	1	136.24	173.07	16.57	17.68	169.82	177.64	0.00	0.00	0	0	0		
35187927772	SMP	1	136.59	173.04	17.68	17.71	169.78	177.56	0.00	0.00	0	0	0		
35187947742	SMP	1	136.43	173.03	17.25	17.69	169.69	177.32	0.00	0.00	0	0	0		
35187967776	SMP	1	136.31	173.06	16.64	17.63	169.86	177.16	0.00	0.00	0	0	0		
35187987741	SMP	1	136.49	172.89	17.52	17.76	169.78	177.37	0.00	0.00	0	0	0		
35188007775	SMP	1	136.49	172.59	17.45	17.65	169.74	177.20	0.00	0.00	0	0	0		
35188027740	SMP	1	136.47	172.34	17.54	17.64	169.94	176.69	0.00	0.00	0	0	0		
35188047770	SMP	1	136.59	172.23	17.50	17.54	169.98	176.62	0.00	0.00	0	0	0		
35188067738	SMP	1	136.29	172.16	17.49	17.53	169.80	176.69	0.00	0.00	0	0	0		
35188087770	SMP	1	136.32	172.21	16.48	17.77	169.53	176.69	0.00	0.00	0	0	0		
35188107742	SMP	1	136.29	172.27	16.57	17.62	169.79	176.87	0.00	0.00	0	0	0		
35188127769	SMP	1	136.47	172.25	17.50	17.62	169.86	176.89	0.00	0.00	0	0	0		
35188147738	SMP	1	136.18	172.22	16.66	17.65	169.89	176.91	0.00	0.00	0	0	0		
35188167768	SMP	1	136.27	172.18	16.56	17.69	169.52	176.65	0.00	0.00	0	0	0		
35188187739	SMP	1	136.49	172.22	17.53	16.72	169.54	176.50	0.00	0.00	0	0	0		
35188207768	SMP	1	136.42	172.09	16.43	17.51	170.18	176.88	0.00	0.00	0	0	0		
35188227735	SMP	1	136.52	171.90	17.38	17.66	169.77	175.92	0.00	0.00	0	0	0		
35188247770	SMP	1	136.06	171.93	16.60	18.42	169.41	176.23	0.00	0.00	0	0	0		
35188267734	SMP	1	136.39	172.01	17.44	17.68	170.00	176.37	0.00	0.00	0	0	0		
35188287769	SMP	1	136.30	172.10	17.52	17.65	169.85	176.75	0.00	0.00	0	0	0		
35188307733	SMP	1	136.47	172.15	17.31	17.61	170.00	176.75	0.00	0.00	0	0	0		
35188327765	SMP	1	136.47	172.23	17.37	17.62	169.75	176.76	0.00	0.00	0	0	0		
35188347734	SMP	1	136.47	172.31	17.59	17.61	169.56	176.57	0.00	0.00	0	0	0		
35188367767	SMP	1	136.52	172.31	17.52	17.73	169.90	176.46	0.00	0.00	0	0	0		
35188387731	SMP	1	136.43	172.27	17.71	18.51	169.88	176.44	0.00	0.00	0	0	0		
35188407766	SMP	1	136.65	172.19	17.47	17.76	170.23	177.20	0.00	0.00	0	0	0		
35188427731	SMP	1	136.58	172.06	17.54	17.61	170.02	176.18	0.00	0.00	0	0	0		
35188447764	SMP	1	136.74	171.84	17.67	18.57	170.02	176.52	0.00	0.00	0	0	100		
35188467731	SMP	1	136.57	171.80	17.62	17.78	169.86	176.42	0.00	0.00	0	0	0		
35188487762	SMP	1	136.51	171.79	18.57	18.66	169.64	176.21	0.00	0.00	0	0	0		
35188507732	SMP	1	136.39	171.73	18.33	18.59	169.43	176.28	0.00	0.00	0	0	0		
35188527764	SMP	1	136.69	171.84	17.47	18.67	169.86	176.21	0.00	0.00	0	0	0		
35188547729	SMP	1	136.67	171.97	17.56	17.69	170.15	176.31	0.00	0.00	0	0	0		
35188567760	SMP	1	136.64	172.06	17.60	18.64	169.55	176.36	0.00	0.00	0	0	0		
35188587729	SMP	1	136.71	172.08	17.66	19.61	169.53	176.21	0.00	0.00	0	0	0		
35188607760	SMP	1	136.80	172.07	18.45	18.58	170.47	177.22	0.00	0.00	0	0	0		
35188627729	SMP	1	136.84	172.02	18.49	19.67	169.82	175.81	0.00	0.00	0	0	0		
35188647763	SMP	1	135.19	171.82	18.18	18.67	169.54	176.01	0.00	0.00	0	0	0		
35188667726	SMP	1	135.06	171.86	18.53	18.64	169.52	175.85	0.00	0.00	0	0	0		
35188687760	SMP	1	135.06	171.95	18.99	18.73	169.55	175.86	0.00	0.00	0	0	0		
35188707725	SMP	1	135.23	171.84	18.52	19.63	169.59	175.85	0.00	0.00	0	0	0		
35188727757	SMP	1	135.06	171.88	18.47	18.75	169.66	175.82	0.00	0.00	0	0	0		
35188747727	SMP	1	135.33	172.13	18.59	19.58	169.68	176.02	0.00	0.00	0	0	0		
35188767755	SMP	1	135.31	172.29	18.43	19.62	169.37	176.08	0.00	0.00	0	0	0		
35188787723	SMP	1	135.19	172.23	18.53	19.70	169.61	176.12	0.00	0.00	0	0	0		
35188807754	SMP	1	135.26	172.08	18.54	18.66	169.39	176.14	0.00	0.00	0	0	0		
35188827724	SMP	1	135.35	171.88	19.44	19.57	169.82	175.91	0.00	0.00	0	0	0		
35188847755	SMP	1	135.77	171.65	19.49	19.58	169.86	175.75	0.00	0.00	0	0	0		
35188867714	SMP	1	136.96	171.56	18.56	19.62	170.10	174.77	0.00	0.00	0	0	0		
35188887756	SMP	1	136.82	171.51	20.19	19.69	169.86	175.30	0.00	0.00	0	0	0		
35188907721	SMP	1	136.58	171.35	19.51	20.61	169.99	175.11	0.00	0.00	0	0	0		
