## [iView]
Converted from: NA
Date: NA
## Version:	IDF Converter 3.0.20
## IDF Version:	9
## Sample Rate:	60
## Separator Type:	Unknown
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	7343                                                                                                                                                                                                                                                            
## Reversed:	none
## [Run]
Subject: NA
## Description:	description info                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Area:	800	600
## Calibration Point 0:	Position(400;300)
## Calibration Point 1:	Position(200;30)
## Calibration Point 2:	Position(760;150)
## Calibration Point 3:	Position(600;570)
## Calibration Point 4:	Position(40;450)
## [Geometry]
## Stimulus Dimension [mm]:	321	240
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	RNX1023401-1517//SMI_REDn Scientific///Binoc
## Operating System :	6.2.9200
## iView X Version:	4.2.1.0
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, RAW, DIAMETER, CR, POR, QUALITY, PLANE, EYEPOSITION, GAZEVECTOR, TRIGGER, MSG, FRAMECOUNTER
## 
Time	Type	Trial	L Raw X [px]	L Raw Y [px]	R Raw X [px]	R Raw Y [px]	L Dia X [px]	L Dia Y [px]	L Mapped Diameter [mm]	R Dia X [px]	R Dia Y [px]	R Mapped Diameter [mm]	L CR1 X [px]	L CR1 Y [px]	L CR2 X [px]	L CR2 Y [px]	R CR1 X [px]	R CR1 Y [px]	R CR2 X [px]	R CR2 Y [px]	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Timing	L Validity	R Validity	Pupil Confidence	L Plane	R Plane	L EPOS X	L EPOS Y	L EPOS Z	R EPOS X	R EPOS Y	R EPOS Z	L GVEC X	L GVEC Y	L GVEC Z	R GVEC X	R GVEC Y	R GVEC Z	Trigger	Frame	Aux1
2905465607	SMP	1	1393.88	503.32	1164.86	504.64	22.13	22.13	4.99	23.57	23.57	5.36	1389.61	507.42	1395.53	507.44	1163.90	509.06	1169.78	509.16	449.02	284.35	480.47	272.04	0	1	1	2	-1	-1	-11.68	60.03	750.94	42.19	59.81	753.20	-0.05	0.12	-0.99	0.04	0.14	-0.99	0		
2905482247	SMP	1	1393.85	503.27	1164.95	504.33	21.88	21.88	4.98	23.73	23.73	5.37	1389.61	507.38	1395.53	507.43	1163.92	508.93	1169.81	509.13	446.16	281.80	481.95	265.14	0	1	1	2	-1	-1	-11.69	60.07	751.31	42.19	59.84	753.34	-0.05	0.12	-0.99	0.04	0.15	-0.99	0		
2905498926	SMP	1	1393.66	502.88	1165.15	504.21	22.21	22.21	4.99	23.52	23.52	5.36	1389.61	507.35	1395.53	507.38	1163.90	508.87	1169.75	508.87	450.82	260.47	477.19	265.89	0	1	1	2	-1	-1	-11.70	60.11	751.70	42.23	59.92	753.81	-0.04	0.14	-0.99	0.03	0.15	-0.99	0		
2905515562	SMP	1	1393.66	502.83	1164.96	504.39	22.37	22.37	5.00	23.54	23.54	5.36	1389.59	507.32	1395.50	507.36	1163.82	508.81	1169.67	508.76	449.13	256.28	478.41	275.25	0	1	1	2	-1	-1	-11.70	60.15	752.16	42.27	59.96	754.15	-0.04	0.14	-0.99	0.03	0.14	-0.99	0		
2905532243	SMP	1	1393.71	502.82	1165.11	504.21	22.12	22.12	5.00	23.42	23.42	5.35	1389.58	507.33	1395.47	507.36	1163.77	508.79	1169.62	508.78	445.23	253.59	473.36	270.97	0	1	1	2	-1	-1	-11.70	60.18	752.63	42.29	59.98	754.43	-0.04	0.14	-0.99	0.02	0.14	-0.99	0		
2905548886	SMP	1	1393.63	502.90	1164.88	504.39	22.14	22.14	5.01	23.40	23.40	5.35	1389.55	507.34	1395.47	507.38	1163.69	508.88	1169.55	508.95	445.50	254.60	476.13	273.46	0	1	1	2	-1	-1	-11.70	60.20	752.83	42.32	59.97	754.63	-0.04	0.14	-0.99	0.03	0.14	-0.99	0		
2905565565	SMP	1	1393.47	503.28	1164.77	504.39	22.39	22.39	5.02	23.66	23.66	5.35	1389.54	507.39	1395.47	507.42	1163.66	508.98	1169.54	509.12	450.89	278.29	479.27	270.28	0	1	1	2	-1	-1	-11.70	60.19	752.90	42.33	59.95	754.74	-0.03	0.12	-0.99	0.04	0.15	-0.99	0		
2905582211	SMP	1	1393.51	503.29	1165.03	504.62	22.21	22.21	5.02	23.66	23.66	5.36	1389.55	507.38	1395.47	507.41	1163.70	508.99	1169.58	509.13	449.54	281.31	473.69	277.03	0	1	1	2	-1	-1	-11.70	60.20	752.90	42.33	59.95	754.85	-0.03	0.12	-0.99	0.02	0.14	-0.99	0		
2905598887	SMP	1	1393.33	503.06	1164.76	504.35	22.69	22.69	5.04	23.96	23.96	5.37	1389.54	507.37	1395.45	507.39	1163.77	508.88	1169.54	508.95	456.62	269.25	480.35	273.36	0	1	1	2	-1	-1	-11.70	60.20	752.92	42.37	60.05	755.66	-0.03	0.13	-0.99	0.04	0.14	-0.99	0		
2905615528	SMP	1	1393.50	502.90	1165.11	504.26	22.48	22.48	5.05	23.63	23.63	5.38	1389.54	507.33	1395.45	507.38	1163.73	508.83	1169.56	508.85	452.09	256.13	470.75	271.98	0	1	1	2	-1	-1	-11.70	60.21	752.92	42.39	60.09	755.92	-0.03	0.14	-0.99	0.02	0.15	-0.99	0		
2905632214	SMP	1	1393.42	502.87	1164.64	504.30	22.41	22.41	5.05	23.74	23.74	5.38	1389.52	507.33	1395.42	507.37	1163.57	508.76	1169.46	508.78	455.55	252.96	480.24	273.63	0	1	1	2	-1	-1	-11.69	60.21	753.00	42.41	60.10	755.80	-0.03	0.14	-0.99	0.04	0.14	-0.99	0		
2905648856	SMP	1	1393.30	502.72	1164.71	504.39	22.31	22.31	5.05	23.74	23.74	5.38	1389.30	507.24	1395.39	507.33	1163.51	508.69	1169.42	508.77	457.45	248.40	474.94	278.51	0	1	1	2	-1	-1	-11.64	60.14	751.84	42.41	60.09	755.57	-0.03	0.14	-0.99	0.03	0.13	-0.99	0		
2905665531	SMP	1	1392.97	502.86	1164.37	504.45	22.80	22.80	5.07	23.82	23.82	5.39	1389.01	507.19	1395.20	507.20	1163.38	508.65	1169.33	508.70	462.29	258.95	480.04	286.68	0	1	1	2	-1	-1	-11.55	59.98	749.57	42.42	60.07	755.14	-0.03	0.13	-0.99	0.04	0.13	-0.99	0		
2905682215	SMP	1	1393.04	502.62	1164.57	504.28	22.61	22.61	5.07	23.72	23.72	5.39	1388.90	507.15	1395.05	507.12	1163.27	508.69	1169.27	508.68	458.29	251.26	474.17	282.71	0	1	1	2	-1	-1	-11.50	59.89	748.32	42.39	59.99	754.25	-0.04	0.14	-0.99	0.03	0.14	-0.99	0		
2905698852	SMP	1	1392.97	502.68	1164.30	504.38	22.81	22.81	5.08	23.83	23.83	5.39	1388.78	507.15	1394.86	507.10	1163.14	508.81	1169.23	508.74	456.18	254.21	479.09	283.94	0	1	1	2	-1	-1	-11.46	59.86	747.97	42.31	59.84	752.58	-0.04	0.14	-0.99	0.04	0.13	-0.99	0		
2905715499	SMP	1	1393.91	502.61	1165.24	504.61	22.65	22.65	5.09	23.66	23.66	5.39	1389.34	507.07	1395.37	507.21	1163.69	508.72	1169.61	508.76	424.20	250.56	459.18	301.47	0	1	1	2	-1	-1	-11.58	59.85	747.77	42.23	59.89	753.03	-0.06	0.14	-0.99	0.01	0.12	-0.99	0		
2905732171	SMP	1	1395.37	502.62	1166.91	503.96	22.59	22.59	5.08	24.05	24.05	5.40	1390.02	506.90	1396.10	507.03	1164.56	508.50	1170.52	508.55	328.21	254.92	367.53	283.19	0	1	1	2	-1	-1	-11.73	59.79	746.53	41.98	59.88	752.40	-0.10	0.13	-0.99	-0.02	0.14	-0.99	0		
2905748814	SMP	1	1395.14	502.51	1166.76	503.72	22.68	22.68	5.08	23.90	23.90	5.40	1390.00	506.84	1396.04	506.94	1164.47	508.44	1170.45	508.45	341.44	253.06	372.73	277.70	0	1	1	2	-1	-1	-11.72	59.79	746.41	41.97	59.86	751.81	-0.09	0.13	-0.99	-0.02	0.15	-0.99	0		
2905765492	SMP	1	1395.22	502.40	1166.71	504.07	22.60	22.60	5.08	24.15	24.15	5.41	1390.02	506.79	1396.07	506.80	1164.44	508.42	1170.42	508.44	340.34	251.91	371.66	294.02	0	1	1	2	-1	-1	-11.72	59.78	745.90	41.94	59.81	751.21	-0.09	0.13	-0.99	-0.02	0.13	-0.99	0		
2905782145	SMP	1	1395.32	502.40	1166.41	503.95	22.48	22.48	5.07	24.20	24.20	5.42	1390.03	506.81	1396.12	506.76	1164.43	508.43	1170.39	508.40	338.09	251.40	392.18	290.17	0	1	1	2	-1	-1	-11.71	59.71	745.01	41.93	59.79	750.91	-0.09	0.13	-0.99	-0.01	0.14	-0.99	0		
2905798810	SMP	1	1395.28	502.43	1166.60	504.06	22.58	22.58	5.07	23.75	23.75	5.41	1390.11	506.81	1396.21	506.75	1164.38	508.37	1170.41	508.42	341.76	253.12	378.07	298.23	0	1	1	2	-1	-1	-11.72	59.66	744.34	41.87	59.72	749.92	-0.09	0.13	-0.99	-0.02	0.13	-0.99	0		
2905815454	SMP	1	1395.37	502.64	1166.64	504.05	22.47	22.47	5.06	23.87	23.87	5.41	1390.17	506.85	1396.28	506.89	1164.45	508.37	1170.46	508.45	342.27	257.95	379.11	299.83	0	1	1	2	-1	-1	-11.72	59.58	743.65	41.84	59.68	749.47	-0.09	0.12	-0.99	-0.01	0.13	-0.99	0		
2905832132	SMP	1	1395.64	502.40	1166.70	503.86	22.15	22.15	5.04	23.61	23.61	5.39	1390.28	506.89	1396.34	506.94	1164.47	508.40	1170.47	508.46	337.40	253.00	378.79	291.71	0	1	1	2	-1	-1	-11.74	59.56	743.55	41.81	59.64	749.04	-0.10	0.14	-0.99	-0.02	0.14	-0.99	0		
2905848774	SMP	1	1395.62	502.59	1166.65	503.94	21.80	21.80	5.01	23.32	23.32	5.37	1390.35	506.84	1396.37	506.86	1164.44	508.36	1170.46	508.43	337.77	257.77	379.21	295.43	0	1	1	2	-1	-1	-11.76	59.58	743.65	41.78	59.60	748.44	-0.09	0.13	-0.99	-0.02	0.14	-0.99	0		
2905865453	SMP	1	1395.59	502.33	1166.79	503.58	21.69	21.69	4.98	23.28	23.28	5.35	1390.44	506.63	1396.41	506.58	1164.48	508.27	1170.43	508.37	339.45	260.14	377.42	282.35	0	1	1	2	-1	-1	-11.78	59.67	744.04	41.77	59.61	748.36	-0.09	0.13	-0.99	-0.02	0.15	-0.99	0		
2905882095	SMP	1	1395.67	502.29	1166.79	503.58	21.84	21.84	4.97	23.25	23.25	5.33	1390.54	506.40	1396.47	506.44	1164.51	508.14	1170.50	508.23	339.80	267.54	377.52	287.67	0	1	1	2	-1	-1	-11.81	59.76	744.60	41.74	59.62	747.99	-0.09	0.12	-0.99	-0.02	0.14	-0.99	0		
2905898771	SMP	1	1395.93	502.25	1167.13	503.51	21.53	21.53	4.94	23.14	23.14	5.31	1390.62	506.38	1396.47	506.44	1164.69	508.06	1170.64	508.20	335.06	268.21	373.64	285.71	0	1	1	2	-1	-1	-11.84	59.88	746.05	41.71	59.63	748.04	-0.10	0.12	-0.99	-0.03	0.15	-0.99	0		
2905915415	SMP	1	1395.92	502.49	1167.10	503.56	21.29	21.29	4.91	22.80	22.80	5.28	1390.63	506.44	1396.52	506.48	1164.75	508.01	1170.73	508.20	334.78	279.85	374.68	289.53	0	1	1	2	-1	-1	-11.86	59.94	746.91	41.68	59.63	747.94	-0.10	0.11	-0.99	-0.02	0.14	-0.99	0		
2905932091	SMP	1	1396.14	502.73	1167.26	503.64	21.20	21.20	4.89	22.49	22.49	5.24	1390.71	506.76	1396.70	506.82	1164.85	508.17	1170.91	508.28	329.94	278.74	373.58	289.88	0	1	1	2	-1	-1	-11.89	59.86	746.96	41.62	59.56	747.40	-0.10	0.12	-0.99	-0.02	0.14	-0.99	0		
2905948738	SMP	1	1396.30	503.09	1167.42	504.18	20.94	20.94	4.85	22.38	22.38	5.20	1390.78	507.18	1396.83	507.16	1165.08	508.33	1171.13	508.42	324.57	280.41	373.33	307.14	0	1	1	2	-1	-1	-11.91	59.76	746.81	41.55	59.50	747.06	-0.11	0.12	-0.99	-0.02	0.12	-0.99	0		
2905965420	SMP	1	1396.44	503.25	1167.53	503.87	20.99	20.99	4.83	22.14	22.14	5.16	1390.87	507.27	1397.16	507.31	1165.23	508.36	1171.27	508.48	324.56	285.81	373.43	291.20	0	1	1	2	-1	-1	-11.92	59.51	744.03	41.51	59.48	746.98	-0.10	0.12	-0.99	-0.02	0.14	-0.99	0		
2905982061	SMP	1	1396.48	502.94	1167.65	503.91	20.88	20.88	4.80	21.85	21.85	5.12	1391.06	507.26	1397.33	507.36	1165.30	508.36	1171.30	508.46	326.73	276.41	372.14	292.68	0	1	1	2	-1	-1	-11.93	59.38	742.49	41.49	59.47	746.83	-0.09	0.13	-0.99	-0.02	0.14	-0.99	0		
2905998734	SMP	1	1396.44	503.15	1167.48	503.89	20.86	20.86	4.77	22.10	22.10	5.09	1391.09	507.21	1397.31	507.32	1165.30	508.31	1171.35	508.39	327.31	286.67	374.59	294.20	0	1	1	2	-1	-1	-11.93	59.36	742.05	41.46	59.45	746.44	-0.09	0.12	-0.99	-0.01	0.14	-0.99	0		
2906015404	SMP	1	1396.36	502.91	1167.37	503.98	20.56	20.56	4.74	21.86	21.86	5.06	1390.99	507.08	1397.09	507.11	1165.21	508.27	1171.32	508.36	325.51	285.37	376.87	303.93	0	1	1	2	-1	-1	-11.91	59.48	743.11	41.43	59.40	745.70	-0.10	0.12	-0.99	-0.01	0.13	-0.99	0		
2906032051	SMP	1	1396.02	502.91	1167.34	503.75	20.66	20.66	4.72	21.57	21.57	5.02	1390.84	506.96	1396.91	506.94	1165.08	508.17	1171.11	508.28	329.92	291.11	375.46	299.52	0	1	1	2	-1	-1	-11.87	59.52	743.17	41.47	59.42	745.68	-0.09	0.12	-0.99	-0.02	0.14	-0.99	0		
2906048696	SMP	1	1396.10	502.56	1167.14	503.72	20.50	20.50	4.69	21.68	21.68	4.99	1390.78	506.67	1396.73	506.70	1164.92	508.00	1170.94	508.21	324.09	290.25	376.98	306.08	0	1	1	2	-1	-1	-11.87	59.72	744.89	41.50	59.44	745.54	-0.10	0.12	-0.99	-0.02	0.13	-0.99	0		
2906065375	SMP	1	1396.19	502.67	1167.29	503.72	20.39	20.39	4.67	21.46	21.46	4.96	1390.73	506.62	1396.69	506.67	1164.87	507.97	1170.88	508.19	319.67	294.28	372.68	310.06	0	1	1	2	-1	-1	-11.87	59.78	745.45	41.52	59.45	745.60	-0.10	0.11	-0.99	-0.03	0.13	-0.99	0		
2906082013	SMP	1	1396.24	502.67	1167.28	503.83	20.65	20.65	4.66	21.55	21.55	4.94	1390.81	506.82	1396.80	506.79	1164.92	508.04	1170.95	508.25	319.24	292.16	374.60	314.37	0	1	1	2	-1	-1	-11.89	59.74	745.49	41.50	59.43	745.50	-0.10	0.12	-0.99	-0.02	0.13	-0.99	0		
2906098693	SMP	1	1396.16	502.73	1167.45	503.91	20.25	20.25	4.64	21.29	21.29	4.91	1390.82	507.12	1396.88	507.06	1165.03	508.21	1171.13	508.33	321.10	283.48	374.26	315.63	0	1	1	2	-1	-1	-11.89	59.62	744.78	41.43	59.35	744.90	-0.10	0.13	-0.99	-0.02	0.13	-0.99	0		
2906115354	SMP	1	1396.00	503.02	1167.48	504.00	20.57	20.57	4.63	21.04	21.04	4.87	1390.81	507.27	1397.01	507.25	1165.16	508.32	1171.26	508.46	329.47	288.31	376.69	316.40	0	1	1	2	-1	-1	-11.87	59.39	742.45	41.38	59.28	744.43	-0.08	0.12	-0.99	-0.02	0.13	-0.99	0		
2906132015	SMP	1	1396.23	503.05	1167.36	504.50	20.51	20.51	4.62	21.65	21.65	4.87	1390.83	507.30	1397.13	507.32	1165.17	508.43	1171.24	508.52	326.99	287.69	378.74	340.24	0	1	1	2	-1	-1	-11.84	59.17	739.80	41.36	59.24	744.14	-0.09	0.12	-0.99	-0.01	0.11	-0.99	0		
2906148657	SMP	1	1396.12	503.11	1167.43	504.46	20.33	20.33	4.60	21.52	21.52	4.86	1390.77	507.31	1396.95	507.31	1165.08	508.47	1171.23	508.55	327.88	288.37	376.96	342.22	0	1	1	2	-1	-1	-11.82	59.22	740.41	41.32	59.16	743.27	-0.09	0.12	-0.99	-0.02	0.12	-0.99	0		
2906165334	SMP	1	1396.20	503.08	1167.10	504.42	20.39	20.39	4.59	21.43	21.43	4.85	1390.75	507.26	1396.79	507.23	1164.96	508.39	1171.13	508.49	323.07	289.87	381.74	349.62	0	1	1	2	-1	-1	-11.83	59.35	741.93	41.30	59.11	742.43	-0.10	0.12	-0.99	-0.01	0.11	-0.99	0		
2906181984	SMP	1	1396.07	502.92	1166.94	504.26	20.50	20.50	4.59	21.33	21.33	4.83	1390.75	507.17	1396.77	507.11	1164.88	508.34	1170.96	508.40	324.59	288.43	384.06	344.78	0	1	1	2	-1	-1	-11.82	59.38	742.01	41.33	59.12	742.35	-0.10	0.12	-0.99	-0.01	0.12	-0.99	0		
2906198652	SMP	1	1395.85	502.84	1167.25	503.95	20.25	20.25	4.58	21.51	21.51	4.83	1390.74	507.04	1396.72	507.01	1164.86	508.29	1170.91	508.35	330.91	289.51	377.14	328.35	0	1	1	2	-1	-1	-11.83	59.48	742.83	41.34	59.14	742.48	-0.09	0.12	-0.99	-0.02	0.13	-0.99	0		
2906215297	SMP	1	1396.10	502.77	1167.23	504.26	20.55	20.55	4.58	21.18	21.18	4.81	1390.76	506.98	1396.76	506.95	1164.88	508.30	1170.99	508.37	324.00	287.81	376.88	350.02	0	1	1	2	-1	-1	-11.84	59.51	743.10	41.31	59.11	742.10	-0.10	0.12	-0.99	-0.02	0.12	-0.99	0		
2906231977	SMP	1	1396.06	502.66	1167.43	504.31	20.35	20.35	4.58	21.05	21.05	4.79	1390.82	506.99	1396.85	506.95	1165.05	508.34	1171.11	508.37	326.89	284.93	374.52	354.34	0	1	1	2	-1	-1	-11.87	59.54	743.50	41.28	59.11	742.13	-0.09	0.13	-0.99	-0.02	0.12	-0.99	0		
2906248619	SMP	1	1396.13	502.83	1167.11	504.38	20.31	20.31	4.57	21.57	21.57	4.80	1390.83	507.07	1396.88	507.07	1165.17	508.40	1171.18	508.43	327.25	284.54	387.12	355.73	0	1	1	2	-1	-1	-11.88	59.54	743.75	41.27	59.12	742.41	-0.09	0.12	-0.99	0.00	0.11	-0.99	0		
2906265296	SMP	1	1396.25	502.93	1167.23	504.46	20.47	20.47	4.57	21.49	21.49	4.80	1390.80	507.21	1396.87	507.15	1165.15	508.47	1171.23	508.52	325.01	283.54	386.54	357.56	0	1	1	2	-1	-1	-11.87	59.52	743.79	41.26	59.08	742.24	-0.10	0.13	-0.99	-0.01	0.11	-0.99	0		
2906281942	SMP	1	1396.03	503.28	1167.22	504.38	20.49	20.49	4.57	21.55	21.55	4.80	1390.72	507.32	1396.87	507.26	1165.06	508.62	1171.22	508.56	328.75	289.49	387.93	352.70	0	1	1	2	-1	-1	-11.85	59.43	743.06	41.24	59.02	741.67	-0.09	0.11	-0.99	-0.01	0.12	-0.99	0		
2906298617	SMP	1	1396.01	503.26	1167.39	504.68	20.65	20.65	4.58	21.56	21.56	4.80	1390.70	507.32	1396.80	507.27	1165.03	508.68	1171.21	508.61	327.14	291.49	381.51	360.82	0	1	1	2	-1	-1	-11.84	59.44	743.15	41.21	58.95	741.06	-0.09	0.11	-0.99	-0.02	0.11	-0.99	0		
2906315261	SMP	1	1395.94	503.34	1167.48	504.55	20.39	20.39	4.58	21.48	21.48	4.80	1390.69	507.33	1396.79	507.23	1165.03	508.67	1171.21	508.58	328.45	298.11	377.64	359.02	0	1	1	2	-1	-1	-11.83	59.41	742.74	41.17	58.91	740.41	-0.09	0.11	-0.99	-0.02	0.12	-0.99	0		
2906331940	SMP	1	1396.16	503.26	1167.23	504.63	20.48	20.48	4.58	21.54	21.54	4.80	1390.73	507.28	1396.80	507.20	1165.00	508.66	1171.20	508.56	324.80	299.28	384.74	361.74	0	1	1	2	-1	-1	-11.84	59.42	742.76	41.14	58.85	739.69	-0.10	0.11	-0.99	-0.01	0.11	-0.99	0		
2906348580	SMP	1	1396.31	503.16	1167.23	504.52	20.16	20.16	4.56	21.72	21.72	4.81	1390.76	507.27	1396.86	507.24	1165.10	508.62	1171.22	508.58	322.07	295.70	387.23	359.79	0	1	1	2	-1	-1	-11.84	59.39	742.39	41.12	58.86	739.68	-0.10	0.12	-0.99	-0.01	0.12	-0.99	0		
2906365257	SMP	1	1396.19	503.31	1167.37	504.70	20.50	20.50	4.57	21.51	21.51	4.80	1390.80	507.25	1396.93	507.27	1165.13	508.72	1171.27	508.67	324.97	304.02	382.67	363.00	0	1	1	2	-1	-1	-11.85	59.36	742.09	41.10	58.81	739.44	-0.10	0.11	-0.99	-0.01	0.11	-0.99	0		
2906381899	SMP	1	1396.49	503.26	1167.10	504.91	20.69	20.69	4.57	21.88	21.88	4.82	1390.85	507.27	1397.10	507.32	1165.21	508.86	1171.30	508.80	319.13	302.34	394.62	365.41	0	1	1	2	-1	-1	-11.86	59.26	740.93	41.10	58.79	739.58	-0.10	0.11	-0.99	0.00	0.11	-0.99	0		
2906398576	SMP	1	1396.31	503.38	1167.52	505.16	20.69	20.69	4.58	21.31	21.31	4.81	1390.88	507.32	1397.23	507.33	1165.29	508.95	1171.30	508.94	324.87	308.75	383.08	372.02	0	1	1	2	-1	-1	-11.85	59.12	739.24	41.12	58.82	740.23	-0.09	0.11	-0.99	-0.02	0.10	-0.99	0		
2906415225	SMP	1	1396.66	503.18	1167.51	505.38	20.93	20.93	4.59	21.68	21.68	4.81	1390.93	507.26	1397.13	507.30	1165.22	509.01	1171.32	508.99	312.98	304.25	381.94	388.05	0	1	1	2	-1	-1	-11.85	59.16	739.56	41.13	58.80	740.18	-0.11	0.12	-0.99	-0.02	0.09	-1.00	0		
2906431895	SMP	1	1396.64	503.09	1167.62	505.34	20.84	20.84	4.60	21.77	21.77	4.82	1390.87	507.24	1397.03	507.23	1165.14	508.94	1171.27	508.95	305.99	303.55	373.43	396.76	0	1	1	2	-1	-1	-11.83	59.15	739.31	41.13	58.81	740.09	-0.11	0.12	-0.99	-0.03	0.09	-1.00	0		
2906448541	SMP	1	1396.62	502.90	1167.46	505.27	21.08	21.08	4.62	21.60	21.60	4.82	1390.81	507.23	1396.93	507.18	1165.07	508.96	1171.25	509.00	298.92	297.42	374.71	391.77	0	1	1	2	-1	-1	-11.81	59.15	739.29	41.11	58.75	739.51	-0.12	0.13	-0.99	-0.02	0.10	-0.99	0		
2906465218	SMP	1	1396.46	503.16	1167.58	505.35	20.77	20.77	4.62	21.86	21.86	4.83	1390.77	507.27	1396.88	507.19	1165.04	509.02	1171.24	509.16	302.37	304.31	368.33	392.61	0	1	1	2	-1	-1	-11.79	59.13	739.03	41.09	58.68	738.93	-0.11	0.12	-0.99	-0.03	0.10	-0.99	0		
2906481861	SMP	1	1396.64	503.17	1167.36	505.62	20.91	20.91	4.62	21.88	21.88	4.83	1390.80	507.26	1396.88	507.20	1165.04	509.13	1171.23	509.27	292.94	303.48	372.55	403.95	0	1	1	2	-1	-1	-11.80	59.14	739.22	41.07	58.63	738.56	-0.12	0.12	-0.99	-0.02	0.09	-1.00	0		
2906498536	SMP	1	1396.61	503.37	1167.21	504.96	21.36	21.36	4.64	22.44	22.44	4.86	1390.79	507.27	1396.98	507.16	1165.11	509.15	1171.23	509.25	293.85	309.65	385.19	362.13	0	1	1	2	-1	-1	-11.80	59.08	738.40	41.06	58.63	738.64	-0.11	0.10	-0.99	-0.01	0.12	-0.99	0		
2906515175	SMP	1	1396.76	503.26	1167.22	505.28	20.93	20.93	4.64	22.34	22.34	4.88	1390.89	507.16	1397.02	507.14	1165.20	509.23	1171.26	509.27	289.22	309.37	387.35	378.04	0	1	1	2	-1	-1	-11.81	59.10	738.49	41.06	58.64	738.89	-0.12	0.11	-0.99	-0.01	0.11	-0.99	0		
2906531855	SMP	1	1396.60	503.33	1167.19	505.41	21.07	21.07	4.65	22.34	22.34	4.90	1390.92	507.16	1397.01	507.10	1165.16	509.22	1171.26	509.28	292.96	316.11	387.48	388.95	0	1	1	2	-1	-1	-11.82	59.13	738.85	41.07	58.64	738.94	-0.11	0.10	-0.99	-0.01	0.10	-0.99	0		
2906548498	SMP	1	1396.60	503.55	1167.61	505.06	21.01	21.01	4.65	22.18	22.18	4.91	1390.82	507.22	1396.95	507.14	1165.10	509.26	1171.15	509.36	289.67	327.80	366.74	356.25	0	1	1	2	-1	-1	-11.80	59.11	738.76	41.13	58.68	739.60	-0.11	0.09	-0.99	-0.03	0.12	-0.99	0		
2906565177	SMP	1	1396.46	503.71	1167.07	505.50	20.93	20.93	4.65	22.37	22.37	4.92	1390.73	507.29	1396.76	507.30	1164.86	509.40	1171.02	509.43	288.46	335.76	378.61	384.04	0	1	1	2	-1	-1	-11.78	59.15	739.59	41.15	58.63	739.30	-0.11	0.09	-0.99	-0.01	0.11	-0.99	0		
2906581827	SMP	1	1396.64	503.55	1167.11	505.79	21.14	21.14	4.67	22.14	22.14	4.92	1390.72	507.30	1396.59	507.38	1164.77	509.45	1170.84	509.47	281.19	321.67	369.41	400.29	0	1	1	2	-1	-1	-11.80	59.34	742.02	41.21	58.67	739.83	-0.13	0.10	-0.99	-0.02	0.10	-1.00	0		
2906598494	SMP	1	1396.43	503.82	1167.17	505.89	20.99	20.99	4.67	22.40	22.40	4.93	1390.69	507.33	1396.58	507.39	1164.68	509.48	1170.86	509.51	283.63	339.14	363.95	403.72	0	1	1	2	-1	-1	-11.82	59.44	743.43	41.20	58.62	739.40	-0.12	0.09	-0.99	-0.03	0.09	-1.00	0		
2906615149	SMP	1	1396.60	503.55	1167.03	505.83	21.18	21.18	4.68	22.81	22.81	4.96	1390.71	507.31	1396.59	507.38	1164.71	509.48	1170.85	509.49	277.63	324.09	370.46	400.23	0	1	1	2	-1	-1	-11.85	59.59	745.14	41.19	58.62	739.37	-0.13	0.10	-0.99	-0.02	0.10	-1.00	0		
2906631818	SMP	1	1396.55	503.74	1167.23	505.77	21.09	21.09	4.69	22.46	22.46	4.97	1390.71	507.32	1396.63	507.36	1164.72	509.43	1170.90	509.45	277.86	335.46	362.97	400.42	0	1	1	2	-1	-1	-11.86	59.64	745.76	41.17	58.61	739.02	-0.12	0.09	-0.99	-0.03	0.10	-0.99	0		
2906648462	SMP	1	1396.14	503.29	1166.89	505.48	21.23	21.23	4.71	22.59	22.59	4.98	1390.61	507.16	1396.49	507.18	1164.54	509.34	1170.57	509.35	284.17	323.83	367.46	387.42	0	1	1	2	-1	-1	-11.86	59.82	747.53	41.27	58.69	739.81	-0.11	0.11	-0.99	-0.02	0.11	-0.99	0		
2906665141	SMP	1	1395.09	502.38	1166.04	504.53	21.16	21.16	4.71	22.54	22.54	4.99	1389.81	506.54	1395.86	506.67	1164.32	509.00	1170.37	509.19	305.02	300.68	413.47	311.79	0	1	1	2	-1	-1	-11.67	59.85	746.20	41.33	58.76	740.00	-0.09	0.12	-0.99	0.01	0.14	-0.99	0		
2906681786	SMP	1	1395.21	502.70	0.00	0.00	21.62	21.62	4.74	0.00	0.00	0.00	1389.84	506.71	1395.89	506.79	0.00	0.00	0.00	0.00	306.06	310.13	0.00	0.00	0	1	0	1	-1	-1	-11.69	59.84	746.58	0.00	0.00	0.00	-0.10	0.12	-0.99	0.00	0.00	0.00	0		
